field,tile,band,pointing,exptime,MJD,magzpt_1,magzpt_2,magzpt_3,magzpt_4,seeing_1,seeing_2,seeing_3,seeing_4,deprec_mf,deprec_1,deprec_2,deprec_3,deprec_4,filename,project,obj_band,tag
EN,1,J,0_0,5.00000,53519.30274,24.05500,24.05600,24.06900,24.05800,1.08491,1.07844,1.11046,1.09880,100,11,11,11,11,w20050529_00480_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_0,5.00000,53519.31373,24.13500,24.13600,24.14900,24.13800,1.20188,1.16805,1.19410,1.20795,100,11,11,11,11,w20050529_00580_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,0_1,5.00000,53519.32530,23.96500,23.96600,23.97900,23.96800,1.21883,1.17322,1.19419,1.21078,100,11,11,11,11,w20050529_00680_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_1,5.00000,53519.33634,24.24500,24.24600,24.25900,24.24800,1.32100,1.29143,1.30738,1.33621,10,101,101,101,101,w20050529_00780_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,K,0_0,5.00000,53519.36153,23.89330,23.88310,23.83850,23.87170,0.97849,0.96769,1.04068,1.03145,0,0,0,0,0,w20050529_00904_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53519.37244,23.90960,23.91970,23.88010,23.90520,0.84454,0.86006,0.93048,0.93185,0,0,0,0,0,w20050529_01004_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53519.38345,23.96700,23.95540,23.93830,23.95900,0.87184,0.85774,0.92815,0.92862,0,0,0,0,0,w20050529_01104_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_1,5.00000,53519.39569,23.96180,23.96770,23.93880,23.95020,0.90364,0.90669,0.97006,0.96509,0,0,0,0,0,w20050529_01204_sf_st,U/UKIDSS/DXS1,K,EN01K
LH,1,K,0_0,5.00000,53520.23712,23.50300,23.50200,23.49700,23.49200,1.22527,1.25358,1.25866,1.28884,100,9,9,9,9,w20050530_00067_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53520.24825,22.82300,22.82200,22.81700,22.81200,1.19758,1.16241,1.18949,1.23241,100,9,9,9,9,w20050530_00167_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53520.25963,23.62950,23.63200,23.62700,23.62200,1.13241,1.13072,1.14339,1.21398,0,0,9,9,9,w20050530_00267_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53520.27061,23.59300,23.59200,23.58700,23.58200,1.11146,1.07335,1.10299,1.15893,100,9,9,9,9,w20050530_00367_sf_st,U/UKIDSS/DXS1,K,LH01K
EN,1,J,0_0,5.00000,53520.29699,24.37650,24.36580,24.37860,24.37820,1.20884,1.19686,1.22719,1.23528,0,0,0,0,0,w20050530_00491_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_0,5.00000,53520.30806,24.32500,24.32600,24.33900,24.32800,1.38180,1.34572,1.33777,1.39523,10,101,101,101,101,w20050530_00591_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,0_1,5.00000,53520.31896,24.31500,24.31600,24.32900,24.31800,1.36337,1.33494,1.33536,1.36316,10,101,101,101,101,w20050530_00691_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_1,5.00000,53520.33032,24.26650,24.25630,24.26130,24.24730,1.22281,1.21549,1.22433,1.23301,0,0,0,0,0,w20050530_00791_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,K,0_0,5.00000,53520.35480,23.64300,23.64200,23.63700,23.63200,0.84238,0.86750,0.96027,0.94532,100,9,9,9,9,w20050530_00915_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53520.36561,23.71530,23.73000,23.70220,23.72200,0.81927,0.84810,0.93093,0.91549,0,0,0,0,9,w20050530_01015_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53520.37657,23.85950,23.85220,23.83300,23.84580,0.81035,0.82335,0.89927,0.90091,0,0,0,0,0,w20050530_01115_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_0,5.00000,53520.41962,23.79970,23.79270,23.74970,23.77830,0.85829,0.85875,0.98166,0.96966,0,0,0,0,0,w20050530_01277_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53520.43045,23.96490,23.96480,23.93230,23.95150,0.83532,0.84340,0.91020,0.90977,0,0,0,0,0,w20050530_01377_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53520.44146,23.95700,23.93950,23.92460,23.94040,0.87573,0.87474,0.96582,0.94694,0,0,0,0,0,w20050530_01477_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_1,5.00000,53520.45244,23.93080,23.93680,23.90830,23.92550,0.84425,0.84727,0.92396,0.92881,0,0,0,0,0,w20050530_01577_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,J,0_0,5.00000,53520.47866,24.26270,24.26620,24.27690,24.26250,0.97918,0.92602,0.97170,1.04302,0,0,0,0,0,w20050530_01701_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_0,5.00000,53520.48966,24.23500,24.23600,24.24900,24.23800,0.89105,0.86684,0.92741,0.96948,100,11,11,11,11,w20050530_01801_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,0_1,5.00000,53520.50052,24.32670,24.31660,24.33080,24.32780,0.89081,0.85435,0.89688,0.95687,0,0,0,0,0,w20050530_01901_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_1,5.00000,53520.51146,24.30890,24.31190,24.31520,24.29660,0.91849,0.88041,0.93079,0.99692,0,0,0,0,0,w20050530_02001_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,K,0_0,5.00000,53521.32788,23.29300,23.29200,23.28700,23.28200,0.89118,0.96374,1.03914,0.96415,100,9,9,9,9,w20050531_00104_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53521.33891,23.59300,23.59200,23.58700,23.58200,0.87030,0.93892,1.03716,0.93829,100,11,9,9,9,w20050531_00204_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53521.34984,23.37300,23.37200,23.36700,23.36200,0.81696,0.87660,0.95982,0.89780,100,11,9,9,9,w20050531_00304_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_1,5.00000,53521.36083,22.46300,22.46200,22.45700,22.45200,0.81950,0.86944,0.93982,0.89481,100,9,9,9,9,w20050531_00404_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,J,0_0,5.00000,53521.38808,23.58500,23.58600,23.59900,23.58800,0.86184,0.84405,0.94867,0.93439,100,11,11,11,11,w20050531_00528_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_0,5.00000,53521.39914,22.68500,22.68600,22.69900,22.68800,0.95294,0.92349,1.02177,1.01809,100,11,11,11,11,w20050531_00628_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,0_1,5.00000,53521.41024,23.16500,23.16600,23.17900,23.16800,0.94049,0.89776,0.98494,0.99476,100,11,11,11,11,w20050531_00728_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_1,5.00000,53521.42313,23.95500,23.95600,23.96900,23.95800,1.00150,0.97354,1.05337,1.05692,100,11,11,11,11,w20050531_00828_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,K,0_0,5.00000,53521.43530,23.12300,23.12200,23.11700,23.11200,0.91795,0.93372,1.01421,1.00804,100,11,11,11,11,w20050531_00928_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53521.44618,23.46300,23.46200,23.45700,23.45200,0.94059,0.93994,1.02181,0.99636,100,9,9,9,9,w20050531_01028_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53521.45722,23.40300,23.40200,23.39700,23.39200,0.96541,0.96340,1.02951,1.03477,100,11,11,9,9,w20050531_01128_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_1,5.00000,53521.46811,23.29300,23.29200,23.28700,23.28200,1.04202,1.06528,1.11360,1.07961,100,11,11,11,11,w20050531_01228_sf_st,U/UKIDSS/DXS1,K,EN01K
LH,1,K,0_0,5.00000,53525.24986,24.00400,24.00800,23.99400,23.98600,0.91493,0.96805,0.90913,0.88977,6,101,101,101,101,w20050604_00085_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,6,K,0_0,5.00000,53525.25353,24.03400,24.03800,24.02400,24.01600,1.10271,1.12305,1.02039,1.02900,66,101,101,101,101,w20050604_00105_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,1_0,5.00000,53525.27079,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1,7,7,7,7,w20050604_00205_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,1,K,0_0,5.00000,53526.24340,24.05620,24.06640,24.06580,24.04840,0.88372,0.88094,0.87266,0.88088,0,0,0,0,0,w20050605_00084_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53526.25457,24.07740,24.07480,24.05440,24.07650,0.95780,0.96965,0.94379,0.95051,0,0,0,0,0,w20050605_00184_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53526.26618,24.06110,24.09380,24.05190,24.03380,0.95995,0.93184,0.90507,0.92081,0,0,0,0,0,w20050605_00284_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53526.27714,24.02470,24.06650,24.07570,23.98450,1.01020,1.00521,0.95217,0.96621,0,0,0,0,0,w20050605_00384_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_0,5.00000,53527.24333,24.06400,24.06800,24.05400,24.04600,0.95534,0.93421,0.96121,0.98385,66,101,101,101,101,w20050606_00213_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53527.25449,24.05960,24.06640,24.04760,24.06640,1.01163,0.99489,1.00227,1.05105,0,0,0,0,0,w20050606_00313_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53527.26583,24.03000,24.03000,24.03000,24.03000,-1.00000,-1.00000,-1.00000,-1.00000,1,101,101,101,101,w20050606_00413_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53527.28910,24.02130,24.06020,24.06430,23.99080,1.11803,1.07078,1.09873,1.18937,0,0,0,0,0,w20050606_00521_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_0,5.00000,53530.25531,23.74400,23.74800,23.73400,23.72600,1.04936,0.98608,1.11101,1.19595,66,101,101,101,101,w20050609_00085_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53530.26786,23.79850,23.79210,23.75860,23.78590,1.01708,0.95273,1.07395,1.13679,0,0,0,0,0,w20050609_00185_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53530.27935,23.90330,23.92310,23.88650,23.88190,1.06182,1.04023,1.11757,1.17486,0,0,0,0,0,w20050609_00285_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53530.29037,23.93400,23.93800,23.92400,23.91600,1.42262,1.36178,1.48946,1.56078,10,101,101,101,101,w20050609_00385_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_0,5.00000,53530.30269,24.00400,24.00800,23.99400,23.98600,1.39121,1.28459,1.38188,1.45418,10,101,101,101,101,w20050609_00494_sf_st,U/UKIDSS/DXS1,K,LH01K
SA,1,K,0_0,5.00000,53530.56625,24.01880,24.03660,24.02050,24.01380,0.86241,0.94845,0.93341,0.87717,0,0,0,0,0,w20050609_01446_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53530.57715,24.04000,24.04560,24.03310,24.02190,0.69678,0.78603,0.76353,0.71244,0,0,0,0,0,w20050609_01546_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53530.58873,24.04420,24.05030,24.03660,24.02380,0.72728,0.81042,0.78866,0.74355,0,0,0,0,0,w20050609_01646_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53530.59971,24.02800,24.02430,24.01380,24.02550,0.70393,0.77287,0.76069,0.70817,0,0,0,0,0,w20050609_01746_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_0,5.00000,53532.56581,24.02430,24.02880,24.02360,24.00870,1.08012,1.13015,1.09214,1.07147,0,0,0,0,0,w20050611_01938_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53532.57659,24.03320,24.03530,24.02650,24.01540,0.89810,0.96185,0.93508,0.88625,0,0,0,0,0,w20050611_02038_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53532.58840,24.03780,24.04100,24.03440,24.01930,0.85628,0.93905,0.91811,0.85932,0,0,0,0,0,w20050611_02138_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53532.59943,23.99640,23.99220,23.98410,23.98760,0.86666,0.95478,0.94398,0.87120,0,0,0,0,0,w20050611_02238_sf_st,U/UKIDSS/DXS1,K,SA01K
LH,6,K,0_0,5.00000,53533.23963,24.06400,24.06800,24.05400,24.04600,0.93387,0.88772,0.98484,1.05457,66,101,101,101,101,w20050612_00117_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,1_0,5.00000,53533.25058,24.06400,24.06800,24.05400,24.04600,0.96476,0.93958,1.02592,1.07097,66,101,101,101,101,w20050612_00217_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,0_1,5.00000,53533.26175,24.06400,24.06800,24.05400,24.04600,0.97335,0.95790,1.02570,1.05560,66,101,101,101,101,w20050612_00317_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,1_1,5.00000,53533.27267,24.06400,24.06800,24.05400,24.04600,1.03050,1.00126,1.06416,1.12807,66,101,101,101,101,w20050612_00417_sf_st,U/UKIDSS/DXS1,K,LH06K
SA,1,K,0_0,5.00000,53533.52803,24.06400,24.06800,24.05400,24.04600,0.75258,0.83739,0.81923,0.74263,6,101,101,101,101,w20050612_01892_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53533.53911,24.04340,24.05170,24.04150,24.03680,0.80990,0.88859,0.84728,0.79748,0,0,0,0,0,w20050612_01992_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53533.55028,24.03990,24.05110,24.04410,24.03220,0.79541,0.84861,0.81098,0.79214,0,0,0,0,0,w20050612_02092_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53533.56132,24.02380,24.01540,24.00790,24.01830,0.85811,0.90081,0.87499,0.85968,0,0,0,0,0,w20050612_02192_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_0,5.00000,53533.57272,24.04520,24.06100,24.04930,24.03460,0.80255,0.85705,0.80144,0.80407,0,0,0,0,0,w20050612_02292_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53533.58366,24.04600,24.05660,24.04380,24.03160,0.81859,0.83288,0.77803,0.82180,0,0,0,0,0,w20050612_02392_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53533.59490,24.04890,24.05500,24.04300,24.04110,0.84151,0.83003,0.76798,0.81958,0,0,0,0,0,w20050612_02492_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53533.60612,24.03660,24.03050,24.01870,24.02580,0.85475,0.84680,0.78455,0.82191,0,0,0,0,0,w20050612_02592_sf_st,U/UKIDSS/DXS1,K,SA01K
EN,1,K,0_0,5.00000,53534.39246,24.04510,24.03380,23.99960,24.01970,0.88422,0.86451,0.97526,0.96584,0,0,0,0,0,w20050613_00898_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_0,5.00000,53534.40330,24.06790,24.06140,24.04150,24.04750,0.95971,0.94474,1.04629,1.04439,0,0,0,0,0,w20050613_00998_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,0_1,5.00000,53534.41423,24.05820,24.04860,24.03480,24.05300,0.90859,0.89244,0.98829,0.98641,0,0,0,0,0,w20050613_01098_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,K,1_1,5.00000,53534.42501,24.04380,24.04720,24.02940,24.03470,0.89739,0.88230,0.97690,0.97115,0,0,0,0,0,w20050613_01198_sf_st,U/UKIDSS/DXS1,K,EN01K
EN,1,J,0_0,5.00000,53534.43694,24.47440,24.46850,24.49230,24.47920,0.96328,0.91992,1.00802,1.02021,0,0,0,0,0,w20050613_01298_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_0,5.00000,53534.44785,24.49110,24.47600,24.51020,24.49300,0.94226,0.87938,0.96463,1.01153,0,0,0,0,0,w20050613_01398_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,0_1,5.00000,53534.45879,24.48180,24.47340,24.48730,24.48620,0.99205,0.94328,0.99522,1.03398,0,0,0,0,0,w20050613_01498_sf_st,U/UKIDSS/DXS1,J,EN01J
EN,1,J,1_1,5.00000,53534.46994,24.48060,24.48470,24.48810,24.47450,1.06594,1.02301,1.09255,1.12170,0,0,0,0,0,w20050613_01598_sf_st,U/UKIDSS/DXS1,J,EN01J
SA,1,K,0_0,5.00000,53534.56611,24.04580,24.06100,24.05300,24.03870,0.82306,0.92229,0.93828,0.85174,0,0,0,0,0,w20050613_02157_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53534.57716,24.03990,24.03630,24.03050,24.02170,0.79030,0.87951,0.90398,0.80241,0,0,0,0,0,w20050613_02257_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53534.58830,24.04200,24.04160,24.03330,24.02970,0.78168,0.88855,0.87782,0.80943,0,0,0,0,0,w20050613_02357_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53534.59934,24.02780,24.01990,24.01680,24.02520,0.76595,0.85786,0.87466,0.78664,0,0,0,0,0,w20050613_02457_sf_st,U/UKIDSS/DXS1,K,SA01K
LH,6,K,0_0,5.00000,53535.24082,24.02260,24.01140,24.00160,24.01120,0.98904,0.96629,1.07603,1.11998,0,0,0,0,0,w20050614_00118_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,1_0,5.00000,53535.25167,24.01380,24.01780,24.00450,24.00550,1.01124,0.99927,1.10535,1.13638,0,0,0,0,0,w20050614_00218_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,0_1,5.00000,53535.26259,24.02830,24.02230,24.01930,24.01050,1.02918,0.97817,1.08807,1.15319,0,0,0,0,0,w20050614_00318_sf_st,U/UKIDSS/DXS1,K,LH06K
LH,6,K,1_1,5.00000,53535.27377,24.02420,24.01860,23.99020,23.99150,1.07466,1.04037,1.13353,1.18219,0,0,0,0,0,w20050614_00418_sf_st,U/UKIDSS/DXS1,K,LH06K
SA,1,K,0_0,5.00000,53535.57227,24.05630,24.06590,24.05480,24.04600,0.61685,0.71698,0.71230,0.63513,0,0,0,0,0,w20050614_01722_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53535.58329,24.04730,24.05190,24.04120,24.03520,0.58342,0.66085,0.65303,0.60681,0,0,0,0,0,w20050614_01822_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53535.59431,24.01320,24.01490,24.00220,23.99580,0.66540,0.74593,0.71205,0.69550,0,0,0,0,0,w20050614_01922_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_1,5.00000,53535.60526,24.03280,24.02420,24.01610,24.02680,0.64168,0.76100,0.78667,0.70964,0,0,0,0,0,w20050614_02022_sf_st,U/UKIDSS/DXS1,K,SA01K
EN,3,K,0_0,5.00000,53536.32237,24.03410,24.04630,24.02630,24.01630,1.05302,1.05570,1.11540,1.09649,0,0,0,0,0,w20050615_00483_sf_st,U/UKIDSS/DXS1,K,EN03K
EN,3,K,1_0,5.00000,53536.33323,24.04690,24.06380,24.04570,24.03710,1.05163,1.05406,1.13253,1.11219,0,0,0,0,0,w20050615_00583_sf_st,U/UKIDSS/DXS1,K,EN03K
EN,3,K,0_1,5.00000,53536.34420,24.05740,24.07320,24.05580,24.04410,0.92854,0.91544,0.98383,1.01999,0,0,0,0,0,w20050615_00683_sf_st,U/UKIDSS/DXS1,K,EN03K
EN,3,K,1_1,5.00000,53536.35519,23.99410,24.00670,23.99060,23.99450,0.89506,0.89777,0.98176,0.99437,0,0,0,0,0,w20050615_00783_sf_st,U/UKIDSS/DXS1,K,EN03K
EN,4,K,0_0,5.00000,53536.36912,24.04410,24.05240,24.04120,24.03840,0.76911,0.78531,0.87363,0.88153,0,0,0,0,0,w20050615_00884_sf_st,U/UKIDSS/DXS1,K,EN04K
EN,4,K,1_0,5.00000,53536.38039,24.04370,24.05670,24.04830,24.03340,0.77368,0.77203,0.83028,0.86118,0,0,0,0,0,w20050615_00984_sf_st,U/UKIDSS/DXS1,K,EN04K
EN,4,K,0_1,5.00000,53536.39173,24.04960,24.05830,24.04470,24.02950,0.81922,0.80787,0.91393,0.91302,0,0,0,0,0,w20050615_01084_sf_st,U/UKIDSS/DXS1,K,EN04K
EN,4,K,1_1,5.00000,53536.40278,24.06400,24.06800,24.05400,24.04600,0.82464,0.85195,0.91256,0.90533,66,101,101,101,101,w20050615_01184_sf_st,U/UKIDSS/DXS1,K,EN04K
EN,2,K,0_0,5.00000,53536.41656,24.01920,24.05590,24.02140,24.04170,0.87130,0.86818,0.97908,1.01301,0,0,0,0,110,w20050615_01285_sf_st,U/UKIDSS/DXS1,K,EN02K
EN,2,K,1_0,5.00000,53536.42762,24.03400,24.03800,24.02400,24.01600,0.92686,0.90956,1.00906,1.01839,6,101,101,101,101,w20050615_01385_sf_st,U/UKIDSS/DXS1,K,EN02K
EN,2,K,0_1,5.00000,53536.43868,24.00750,24.04250,24.03170,24.00560,0.90176,0.90738,0.99891,1.01085,0,0,0,0,0,w20050615_01485_sf_st,U/UKIDSS/DXS1,K,EN02K
EN,2,K,1_1,5.00000,53536.44979,24.05400,24.05800,24.04400,24.03600,0.91047,0.89777,1.00943,1.03800,66,101,101,101,101,w20050615_01585_sf_st,U/UKIDSS/DXS1,K,EN02K
LH,1,K,0_0,5.00000,53537.28318,24.04400,24.04800,24.03400,24.02600,1.21355,1.20564,1.33613,1.41921,10,101,101,101,101,w20050616_00083_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53537.29458,24.06400,24.06800,24.05400,24.04600,1.30413,1.26305,1.42434,1.49577,10,101,101,101,101,w20050616_00183_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53537.30591,24.04680,24.08220,24.03790,24.03820,1.13440,1.09256,1.21438,1.29253,0,0,0,0,0,w20050616_00283_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_0,5.00000,53538.25071,24.03740,24.05300,24.05950,24.01120,0.94321,0.93084,1.01140,1.08700,0,0,0,0,0,w20050617_00121_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53538.26170,24.05950,24.06790,24.02870,24.06100,1.09932,1.06802,1.17683,1.21764,0,0,0,0,0,w20050617_00221_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53538.27322,24.02410,24.05960,24.02010,24.01970,1.03001,0.98721,1.12234,1.20420,0,0,0,0,0,w20050617_00321_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53538.28581,24.05400,24.05800,24.04400,24.03600,1.30635,1.26172,1.38383,1.48572,10,101,101,101,101,w20050617_00421_sf_st,U/UKIDSS/DXS1,K,LH01K
SA,1,K,0_0,5.00000,53538.56763,24.05640,24.06670,24.05030,24.04570,0.68502,0.74349,0.70847,0.66871,0,0,0,0,0,w20050617_02084_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,1_0,5.00000,53538.57876,24.04370,24.05210,24.03600,24.03600,0.63324,0.69552,0.66377,0.64601,0,0,0,0,99,w20050617_02184_sf_st,U/UKIDSS/DXS1,K,SA01K
SA,1,K,0_1,5.00000,53538.59016,24.05140,24.05810,24.04490,24.03380,0.65111,0.70617,0.65901,0.65730,0,0,0,0,0,w20050617_02284_sf_st,U/UKIDSS/DXS1,K,SA01K
LH,1,K,1_1,5.00000,53539.25665,24.05400,24.05800,24.04400,24.03600,1.10577,1.07512,1.17620,1.21962,66,101,101,101,101,w20050618_00190_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_0,5.00000,53539.27039,24.04400,24.04800,24.03400,24.02600,1.18605,1.11464,1.27900,1.32771,66,101,101,101,101,w20050618_00291_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_0,5.00000,53539.28128,24.05400,24.05800,24.04400,24.03600,1.23331,1.19431,1.25945,1.35821,10,101,101,101,101,w20050618_00391_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,0_1,5.00000,53539.29341,24.03630,24.07380,24.03010,24.02900,1.19721,1.15154,1.24918,1.33061,0,0,0,0,0,w20050618_00491_sf_st,U/UKIDSS/DXS1,K,LH01K
LH,1,K,1_1,5.00000,53539.30483,24.01400,24.01800,24.00400,23.99600,1.54004,1.48671,1.54656,1.66054,10,101,101,101,101,w20050618_00591_sf_st,U/UKIDSS/DXS1,K,LH01K
EN,5,K,0_0,5.00000,53539.32838,23.94400,23.94800,23.93400,23.92600,0.88123,0.91184,1.01880,0.99675,66,101,101,101,101,w20050618_00716_sf_st,U/UKIDSS/DXS1,K,EN05K
EN,5,K,1_0,5.00000,53539.34014,23.82400,23.82800,23.81400,23.80600,0.87253,0.89846,1.01560,0.98983,66,101,101,101,101,w20050618_00817_sf_st,U/UKIDSS/DXS1,K,EN05K
EN,5,K,0_1,5.00000,53539.37003,23.89400,23.89800,23.88400,23.87600,0.92559,-1.00000,0.96021,0.97704,6,101,101,101,101,w20050618_00991_sf_st,U/UKIDSS/DXS1,K,EN05K
EN,5,K,1_1,5.00000,53539.37354,23.99400,23.99800,23.98400,23.97600,1.05288,-1.00000,1.12088,1.12683,65,101,7,101,101,w20050618_01020_sf_st,U/UKIDSS/DXS1,K,EN05K
EN,6,K,0_0,5.00000,53539.39454,23.99000,23.99800,23.98940,23.97870,1.02677,-1.00000,1.09541,1.11195,0,0,7,0,0,w20050618_01145_sf_st,U/UKIDSS/DXS1,K,EN06K
EN,6,K,1_0,5.00000,53539.40535,23.54400,23.54800,23.53400,23.52600,1.04553,-1.00000,1.11071,1.14250,100,11,7,11,11,w20050618_01245_sf_st,U/UKIDSS/DXS1,K,EN06K
EN,6,K,0_1,5.00000,53539.41752,23.77830,23.78800,23.78440,23.77310,1.07032,-1.00000,1.11407,1.13109,0,0,7,0,0,w20050618_01345_sf_st,U/UKIDSS/DXS1,K,EN06K
EN,6,K,1_1,5.00000,53539.42884,23.89380,23.91800,23.89400,23.88660,1.02045,-1.00000,1.08920,1.10650,0,0,7,0,0,w20050618_01445_sf_st,U/UKIDSS/DXS1,K,EN06K
