field,tile,band,pointing,exptime,MJD,magzpt_1,magzpt_2,magzpt_3,magzpt_4,seeing_1,seeing_2,seeing_3,seeing_4,deprec_mf,deprec_1,deprec_2,deprec_3,deprec_4,filename,project,obj_band,tag
LH,5,K,0_1,10.00000,55322.30335,24.07880,24.06430,24.05310,24.07290,0.60065,0.61460,0.61450,0.60429,0,0,0,0,0,w20100506_00469_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,1_1,10.00000,55322.31554,24.09640,24.08730,24.07510,24.10100,0.56597,0.63495,0.59510,0.58245,0,0,0,0,0,w20100506_00534_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,1_0,10.00000,55322.32566,24.07520,24.06710,24.05280,24.07530,0.59641,0.61532,0.61521,0.58772,0,0,0,0,0,w20100506_00598_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,1_1,10.00000,55322.33569,24.10010,24.08750,24.07490,24.09820,0.56749,0.61044,0.60090,0.59658,0,0,0,0,0,w20100506_00662_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,0_1,10.00000,55322.34528,24.07850,24.06800,24.04960,24.07230,0.59355,0.62558,0.61914,0.60993,0,0,0,0,0,w20100506_00727_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,1_0,10.00000,55322.35598,24.08020,24.06470,24.05550,24.07620,0.62141,0.64224,0.65515,0.64938,0,0,0,0,0,w20100506_00791_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,5,K,0_0,10.00000,55322.36561,24.08500,24.07000,24.05700,24.08000,0.58715,0.59517,0.63293,0.60979,63,101,101,101,101,w20100506_00855_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,4,J,0_0,10.00000,55322.38183,24.52830,24.52750,24.53860,24.56530,0.79254,0.77161,0.76686,0.80810,0,0,0,0,0,w20100506_00923_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55322.39098,24.52850,24.52520,24.53710,24.55070,0.78422,0.76320,0.74999,0.78637,0,0,0,0,0,w20100506_00987_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,9,K,1_1,10.00000,55323.26471,24.06460,24.05960,24.04060,24.06160,0.68017,0.71785,0.69883,0.69022,0,0,0,0,0,w20100507_00147_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,9,K,1_0,10.00000,55323.27389,24.08120,24.06560,24.05360,24.07210,0.73798,0.78169,0.78234,0.74738,0,0,0,0,0,w20100507_00211_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,9,K,1_1,10.00000,55323.28639,24.05830,24.05930,24.04050,24.05830,0.73309,0.77098,0.76090,0.74912,0,0,0,0,0,w20100507_00276_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,9,K,0_1,10.00000,55323.29553,24.08260,24.07400,24.06180,24.08300,0.69088,0.73258,0.71055,0.69338,0,0,0,0,0,w20100507_00340_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,4,J,0_1,10.00000,55323.31542,24.54240,24.53470,24.54720,24.56650,0.66778,0.66403,0.63638,0.67712,0,0,0,0,0,w20100507_00409_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55323.32464,24.53920,24.53240,24.54730,24.56630,0.64245,0.65277,0.61855,0.66231,0,0,0,0,0,w20100507_00473_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55323.33490,24.52450,24.52520,24.53190,24.55520,0.69990,0.67902,0.68464,0.71161,0,0,0,0,0,w20100507_00537_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55323.34405,24.53280,24.52530,24.53840,24.56420,0.75998,0.75036,0.74042,0.77290,0,0,0,0,0,w20100507_00601_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55323.35598,24.53360,24.52790,24.54390,24.56520,0.78185,0.76088,0.75143,0.80017,0,0,0,0,0,w20100507_00666_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55323.36525,24.52510,24.51970,24.53450,24.54950,0.86592,0.86444,0.81750,0.85244,0,0,0,0,0,w20100507_00730_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55323.38281,24.53040,24.53250,24.54760,24.56110,0.83766,0.82537,0.78327,0.83586,0,0,0,0,0,w20100507_00796_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55323.39281,24.53280,24.52940,24.53980,24.55430,0.84404,0.81742,0.81382,0.85394,0,0,0,0,0,w20100507_00860_sf_st,U/UKIDSS/DXS28,J,LH04J
EN,6,J,1_0,10.00000,55323.40822,24.52630,24.52120,24.53340,24.55400,0.76263,0.72092,0.69605,0.72036,0,0,0,0,0,w20100507_00925_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_1,10.00000,55323.41785,24.53460,24.52810,24.54030,24.56620,0.69409,0.66272,0.62364,0.66138,0,0,0,0,0,w20100507_00989_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_1,10.00000,55323.42804,24.53700,24.53640,24.54740,24.56250,0.65780,0.61702,0.59056,0.63042,0,0,0,0,0,w20100507_01053_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_0,10.00000,55323.43721,24.53870,24.53660,24.54280,24.56450,0.72043,0.69223,0.66354,0.69912,0,0,0,0,0,w20100507_01117_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_1,10.00000,55323.44844,24.53730,24.53430,24.54000,24.55910,0.82424,0.79365,0.79393,0.81136,0,0,0,0,0,w20100507_01181_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_0,10.00000,55323.45939,24.52960,24.52640,24.53470,24.55500,0.70649,0.66732,0.65331,0.69322,0,0,0,0,0,w20100507_01246_sf_st,U/UKIDSS/DXS29,J,EN06J
LH,9,K,1_0,10.00000,55324.26497,24.08290,24.06920,24.05930,24.06890,0.67446,0.71518,0.73460,0.69346,0,0,0,0,0,w20100508_00165_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,9,K,0_0,10.00000,55324.27423,24.08340,24.07790,24.05440,24.08330,0.63374,0.66512,0.67519,0.63484,0,0,0,0,0,w20100508_00229_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,4,J,0_0,10.00000,55324.29021,24.52840,24.52340,24.53730,24.55540,0.74116,0.76475,0.74232,0.78208,0,0,0,0,0,w20100508_00297_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55324.29949,24.53000,24.53130,24.54460,24.55800,0.72299,0.74691,0.73422,0.76663,0,0,0,0,0,w20100508_00361_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55324.31278,24.53110,24.52770,24.53980,24.56080,0.79435,0.79991,0.78037,0.81433,0,0,0,0,0,w20100508_00426_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55324.32199,24.53810,24.53190,24.54730,24.56290,0.71386,0.70335,0.69745,0.74275,0,0,0,0,0,w20100508_00490_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55324.33472,24.52820,24.52160,24.53990,24.55350,0.72595,0.71703,0.69862,0.73777,0,0,0,0,0,w20100508_00555_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55324.34470,24.51830,24.51680,24.53070,24.54240,0.76127,0.75867,0.76331,0.80471,0,0,0,0,0,w20100508_00619_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55324.35572,24.53130,24.52400,24.53940,24.56150,0.73681,0.75950,0.74662,0.79778,0,0,0,0,0,w20100508_00683_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55324.36529,24.53850,24.53640,24.54850,24.55940,0.74906,0.76147,0.74780,0.79299,0,0,0,0,0,w20100508_00747_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55324.37670,24.52710,24.52970,24.53920,24.55200,0.74321,0.75865,0.75918,0.79370,0,0,0,0,0,w20100508_00811_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55324.38603,24.53820,24.53720,24.54630,24.56630,0.77286,0.78933,0.79293,0.81865,0,0,0,0,0,w20100508_00875_sf_st,U/UKIDSS/DXS28,J,LH04J
SA,9,K,0_0,10.00000,55325.58230,23.96100,23.94140,23.93620,23.96410,0.69909,0.78436,0.80143,0.73259,0,0,0,0,0,w20100509_01817_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,1_0,10.00000,55325.59202,23.74200,23.72700,23.71400,23.73700,0.71849,0.79222,0.80944,0.73123,6,101,101,101,101,w20100509_01881_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,1_0,10.00000,55326.31411,24.51110,24.50220,24.51420,24.52980,0.68674,0.71433,0.68716,0.71269,0,0,0,0,0,w20100510_00427_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55326.32382,24.52640,24.52580,24.53910,24.56100,0.73557,0.73736,0.71768,0.76623,0,0,0,0,0,w20100510_00491_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55326.33611,24.52780,24.53000,24.54240,24.55850,0.79164,0.78893,0.77036,0.81661,0,0,0,0,0,w20100510_00557_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55326.34532,24.50750,24.50700,24.51560,24.52970,0.81975,0.81056,0.81321,0.85059,0,0,0,0,0,w20100510_00621_sf_st,U/UKIDSS/DXS28,J,LH04J
EN,6,J,1_1,10.00000,55326.47694,24.51810,24.51350,24.52250,24.54550,0.68246,0.66074,0.65927,0.69376,0,0,0,0,0,w20100510_01321_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_0,10.00000,55326.48660,24.52370,24.52020,24.52920,24.54870,0.73215,0.71728,0.70931,0.73589,0,0,0,0,0,w20100510_01385_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_1,10.00000,55326.49587,24.51250,24.51190,24.51950,24.53930,0.69374,0.69080,0.68505,0.71161,0,0,0,0,0,w20100510_01449_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_0,10.00000,55326.50506,24.51640,24.51550,24.52460,24.54420,0.69951,0.70069,0.69278,0.71997,0,0,0,0,0,w20100510_01513_sf_st,U/UKIDSS/DXS29,J,EN06J
SA,9,K,0_0,10.00000,55326.61177,24.09030,24.07710,24.06260,24.08850,0.72602,0.82402,0.80419,0.75480,0,0,0,0,0,w20100510_02174_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,1_0,10.00000,55326.62108,24.08600,24.07450,24.06380,24.09010,0.66833,0.76009,0.74817,0.68582,0,0,0,0,0,w20100510_02238_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,0_1,10.00000,55327.29732,24.53920,24.53980,24.55280,24.56580,0.61303,0.59952,0.58459,0.63949,0,0,0,0,0,w20100511_00406_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55327.30719,24.53000,24.52510,24.52800,24.55530,0.59497,0.59258,0.56948,0.62672,0,0,0,0,0,w20100511_00470_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55327.31672,24.53670,24.53040,24.54600,24.56560,0.59745,0.59749,0.57256,0.63316,0,0,0,0,0,w20100511_00534_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55327.32638,24.52990,24.52570,24.53710,24.56030,0.61620,0.61588,0.59238,0.65046,0,0,0,0,0,w20100511_00598_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55327.34030,24.53680,24.53300,24.54420,24.56070,0.65582,0.65626,0.63215,0.69232,0,0,0,0,0,w20100511_00666_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55327.34963,24.53590,24.52770,24.54610,24.56260,0.68527,0.67560,0.65798,0.71323,0,0,0,0,0,w20100511_00730_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55327.35913,24.53100,24.52630,24.54240,24.55670,0.72136,0.70836,0.68470,0.75505,0,0,0,0,0,w20100511_00794_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55327.36898,24.51900,24.51530,24.52920,24.53940,0.75276,0.74485,0.72305,0.77190,0,0,0,0,0,w20100511_00858_sf_st,U/UKIDSS/DXS28,J,LH04J
SA,9,K,0_0,10.00000,55327.59621,24.09430,24.08060,24.06670,24.09270,0.60602,0.68522,0.69728,0.63689,0,0,0,0,0,w20100511_02187_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,0_1,10.00000,55327.60550,24.10790,24.08920,24.07470,24.09960,0.62357,0.76953,0.69124,0.62635,0,0,0,0,0,w20100511_02251_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,1_1,10.00000,55328.31539,24.53160,24.52870,24.53870,24.56030,0.83708,0.81045,0.78534,0.84947,0,0,0,0,0,w20100512_00500_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55328.32471,24.53500,24.53210,24.54340,24.55940,0.82907,0.83101,0.83064,0.86750,0,0,0,0,0,w20100512_00564_sf_st,U/UKIDSS/DXS28,J,LH04J
EN,6,J,1_1,10.00000,55328.45496,24.53300,24.53070,24.53760,24.56500,0.75259,0.75840,0.73882,0.76471,0,0,0,0,0,w20100512_01345_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_1,10.00000,55328.46425,24.53700,24.53990,24.54200,24.56720,0.74748,0.75193,0.73721,0.77146,0,0,0,0,0,w20100512_01409_sf_st,U/UKIDSS/DXS29,J,EN06J
SA,9,K,1_0,10.00000,55328.60191,24.08330,24.07130,24.05640,24.08100,0.74010,0.83212,0.79837,0.74267,0,0,0,0,0,w20100512_02178_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,1_1,10.00000,55328.61109,24.08920,24.07420,24.06340,24.08780,0.69209,0.79080,0.77220,0.70791,0,0,0,0,0,w20100512_02242_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,1_0,10.00000,55329.28576,24.50640,24.50810,24.52210,24.53460,0.85092,0.85860,0.83616,0.86979,0,0,0,0,0,w20100513_00381_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55329.29495,24.49900,24.49400,24.50800,24.52500,0.83242,0.85229,0.82696,0.87924,6,101,101,101,101,w20100513_00445_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55329.29678,24.51890,24.51310,24.52890,24.54970,0.87076,0.86382,0.83499,0.88587,0,0,0,0,0,w20100513_00452_sf_st,U/UKIDSS/DXS28,J,LH04J
EN,6,J,1_0,10.00000,55329.34336,24.51420,24.51330,24.52750,24.55030,0.76515,0.79296,0.79461,0.79798,0,0,0,0,0,w20100513_00632_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_0,10.00000,55329.35263,24.52380,24.52390,24.53710,24.55200,0.76075,0.77830,0.77441,0.77838,0,0,0,0,0,w20100513_00696_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_0,10.00000,55329.39869,24.49930,24.50230,24.51630,24.53630,0.92717,0.92015,0.89756,0.93606,0,0,0,0,0,w20100513_00942_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_1,10.00000,55329.40811,24.50540,24.50310,24.51990,24.53760,0.83115,0.83080,0.80674,0.84571,0,0,0,0,0,w20100513_01006_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,1_0,10.00000,55329.41804,24.50360,24.50660,24.52080,24.53660,0.77998,0.77651,0.76409,0.78066,0,0,0,0,0,w20100513_01070_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,6,J,0_1,10.00000,55329.42728,24.51810,24.51440,24.53140,24.54440,0.79074,0.78216,0.76534,0.80460,0,0,0,0,0,w20100513_01134_sf_st,U/UKIDSS/DXS29,J,EN06J
EN,7,J,0_0,10.00000,55329.43677,24.53100,24.52720,24.54360,24.56130,0.75916,0.76641,0.74904,0.77292,0,0,0,0,0,w20100513_01198_sf_st,U/UKIDSS/DXS29,K,EN07J
EN,7,J,1_0,10.00000,55329.44641,24.52180,24.52470,24.53820,24.55710,0.69735,0.70659,0.68331,0.71251,0,0,0,0,0,w20100513_01262_sf_st,U/UKIDSS/DXS29,K,EN07J
SA,9,K,1_1,10.00000,55329.57590,24.10300,24.08800,24.07500,24.09800,0.66503,0.76389,0.74901,0.68404,63,101,101,101,101,w20100513_01960_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,1_0,10.00000,55329.58516,24.08580,24.07310,24.06610,24.08300,0.72074,0.82624,0.79544,0.72775,0,0,0,0,0,w20100513_02024_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,0_1,10.00000,55329.59477,24.10080,24.08420,24.07440,24.09840,0.67524,0.78717,0.77406,0.69226,0,0,0,0,0,w20100513_02089_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,0_0,10.00000,55329.60459,24.09390,24.08320,24.06640,24.09030,0.65855,0.77092,0.74353,0.68279,0,0,0,0,0,w20100513_02153_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,0_1,10.00000,55329.61384,24.09460,24.08000,24.07080,24.09480,0.63396,0.75117,0.74052,0.64581,0,0,0,0,0,w20100513_02217_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,1_0,10.00000,55329.62368,24.08700,24.07200,24.05900,24.08200,0.60547,0.72063,0.72053,0.62746,63,101,101,101,101,w20100513_02281_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,0_0,10.00000,55330.27398,24.52770,24.52100,24.53610,24.55580,0.63907,0.64621,0.63561,0.66836,0,0,0,0,0,w20100514_00227_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55330.28313,24.52830,24.52470,24.54430,24.56050,0.62957,0.65154,0.62663,0.66700,0,0,0,0,0,w20100514_00291_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55330.29418,24.51830,24.51470,24.52780,24.54450,0.65266,0.65560,0.63598,0.67473,0,0,0,0,0,w20100514_00356_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55330.30352,24.53350,24.52680,24.54500,24.55870,0.61881,0.63265,0.60460,0.64238,0,0,0,0,0,w20100514_00420_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_1,10.00000,55330.35150,24.52530,24.51920,24.54280,24.55250,0.71240,0.73767,0.70283,0.75583,0,0,0,0,0,w20100514_00486_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,1_0,10.00000,55330.36109,24.51360,24.51410,24.52520,24.53910,0.76579,0.76686,0.74807,0.78495,0,0,0,0,0,w20100514_00550_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55330.37334,24.51960,24.51780,24.54010,24.55710,0.77476,0.78653,0.75458,0.79227,0,0,0,0,0,w20100514_00615_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_1,10.00000,55330.38251,24.52810,24.52000,24.54310,24.55650,0.83557,0.85147,0.80141,0.84986,0,0,0,0,0,w20100514_00679_sf_st,U/UKIDSS/DXS28,J,LH04J
SA,9,K,1_1,10.00000,55330.61433,24.08070,24.04870,24.04450,24.07500,0.64591,0.75739,0.74456,0.67586,0,0,0,0,0,w20100514_01867_sf_st,U/UKIDSS/DXS26,K,SA09K
SA,9,K,0_0,10.00000,55330.62376,24.06000,24.04030,24.03590,24.05710,0.65869,0.76601,0.75978,0.69879,0,0,0,0,0,w20100514_01931_sf_st,U/UKIDSS/DXS26,K,SA09K
LH,4,J,1_1,10.00000,55331.30559,24.51920,24.51380,24.53720,24.54460,0.88729,0.90359,0.85942,0.91080,0,0,0,0,0,w20100515_00685_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,4,J,0_0,10.00000,55331.31477,24.51100,24.50600,24.52000,24.53700,0.98945,0.99406,1.00417,1.03479,6,101,101,101,101,w20100515_00749_sf_st,U/UKIDSS/DXS28,J,LH04J
LH,11,K,0_0,10.00000,55332.23799,24.08270,24.07270,24.06400,24.09560,0.78873,0.84231,0.81173,0.80692,0,0,0,0,0,w20100516_00114_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,1_0,10.00000,55332.24716,24.08790,24.07750,24.05950,24.08770,0.79909,0.84012,0.81951,0.81495,0,0,0,0,0,w20100516_00178_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,0_1,10.00000,55332.26327,24.06890,24.05330,24.04090,24.06240,0.83497,0.86441,0.85344,0.86029,0,0,0,0,0,w20100516_00245_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,1_1,10.00000,55332.27245,24.08450,24.07930,24.05620,24.07360,0.74778,0.78400,0.76953,0.76975,0,0,0,0,0,w20100516_00309_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,1_0,10.00000,55332.28485,24.10160,24.07640,24.06300,24.09540,0.75054,0.77724,0.78546,0.76663,0,0,0,0,0,w20100516_00374_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,0_0,10.00000,55332.29401,24.08890,24.08380,24.07000,24.09150,0.75438,0.77949,0.79401,0.78299,0,0,0,0,0,w20100516_00438_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,1_1,10.00000,55332.30407,24.09010,24.07820,24.07100,24.08570,0.75330,0.77365,0.77911,0.77042,0,0,0,0,0,w20100516_00502_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,0_1,10.00000,55332.31326,24.06850,24.05020,24.03890,24.05340,0.73428,0.75493,0.74987,0.76704,0,0,0,0,0,w20100516_00566_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,0_1,10.00000,55332.32468,24.06860,24.05540,24.03760,24.06870,0.74219,0.77457,0.77618,0.75948,0,0,0,0,0,w20100516_00631_sf_st,U/UKIDSS/DXS28,K,LH11K
LH,11,K,1_0,10.00000,55332.33388,24.07270,24.06580,24.04570,24.08040,0.79604,0.81413,0.81634,0.81833,0,0,0,0,0,w20100516_00695_sf_st,U/UKIDSS/DXS28,K,LH11K
EN,10,K,0_0,10.00000,55332.34542,24.07000,24.06180,24.04330,24.06820,0.88062,0.94254,0.91667,0.86665,0,0,0,0,0,w20100516_00759_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_0,10.00000,55332.35645,24.07560,24.06650,24.05050,24.07460,0.80298,0.86343,0.83351,0.78919,0,0,0,0,0,w20100516_00824_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_1,10.00000,55332.36903,24.05290,24.05250,24.03230,24.05600,0.86166,0.91768,0.86122,0.85916,0,0,0,0,0,w20100516_00888_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_1,10.00000,55332.37863,24.07530,24.06150,24.04930,24.07510,0.79209,0.85012,0.82468,0.79701,0,0,0,0,0,w20100516_00952_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_0,10.00000,55332.39117,24.07580,24.06670,24.05020,24.07080,0.72538,0.77032,0.75193,0.73905,0,0,0,0,0,w20100516_01018_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_0,10.00000,55332.40045,24.07850,24.05910,24.04410,24.07230,0.77198,0.81877,0.79419,0.78737,0,0,0,0,0,w20100516_01082_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_1,10.00000,55332.41047,24.08430,24.06170,24.04730,24.08250,0.74097,0.77863,0.76652,0.75962,0,0,0,0,0,w20100516_01146_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_1,10.00000,55332.42009,24.05570,24.04660,24.02960,24.05420,0.79601,0.83196,0.81919,0.80580,0,0,0,0,0,w20100516_01210_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_1,10.00000,55332.43141,24.01940,24.01280,23.99710,24.02340,0.77617,0.82245,0.81182,0.79475,0,0,0,0,0,w20100516_01275_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_0,10.00000,55332.44069,24.07390,24.05330,24.04410,24.07450,0.77117,0.79851,0.80182,0.78991,0,0,0,0,0,w20100516_01339_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_0,10.00000,55332.45072,24.07730,24.06060,24.05050,24.07010,0.79468,0.83410,0.81647,0.81253,0,0,0,0,0,w20100516_01403_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_1,10.00000,55332.45991,24.07740,24.06100,24.05060,24.08010,0.78226,0.81566,0.80706,0.80903,0,0,0,0,0,w20100516_01467_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_1,10.00000,55332.47167,24.07690,24.05750,24.04670,24.07610,0.80970,0.85385,0.84549,0.83045,0,0,0,0,0,w20100516_01532_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_1,10.00000,55332.48131,24.08100,24.06640,24.05210,24.07710,0.76882,0.80809,0.81042,0.79377,0,0,0,0,0,w20100516_01597_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,0_0,10.00000,55332.49108,24.07350,24.05970,24.04660,24.07550,0.72633,0.75347,0.74379,0.72902,0,0,0,0,0,w20100516_01661_sf_st,U/UKIDSS/DXS29,K,EN10K
EN,10,K,1_0,10.00000,55332.50027,24.06920,24.06250,24.05440,24.07190,0.73706,0.76619,0.77443,0.75269,0,0,0,0,0,w20100516_01725_sf_st,U/UKIDSS/DXS29,K,EN10K
SA,9,K,1_1,10.00000,55332.59905,24.08130,24.06640,24.05570,24.07950,0.85707,0.93476,0.93214,0.87421,0,0,0,0,0,w20100516_02300_sf_st,U/UKIDSS/DXS30,K,SA09K
SA,9,K,0_0,10.00000,55332.61006,24.07760,24.06610,24.05340,24.08000,0.83551,0.92313,0.89618,0.85854,0,0,0,0,0,w20100516_02365_sf_st,U/UKIDSS/DXS30,K,SA09K
LH,11,K,1_1,10.00000,55333.26942,24.08090,24.06950,24.06230,24.08560,0.73075,0.75500,0.77291,0.73077,0,0,0,0,0,w20100517_00293_sf_st,U/UKIDSS/DXS28,K,LH11K
SA,9,K,1_1,10.00000,55333.59380,24.08120,24.06590,24.05370,24.08020,0.66441,0.75416,0.74667,0.68212,0,0,0,0,0,w20100517_01846_sf_st,U/UKIDSS/DXS30,K,SA09K
SA,9,K,0_0,10.00000,55333.60298,24.06120,24.05000,24.03720,24.06150,0.62134,0.72679,0.69947,0.63532,0,0,0,0,0,w20100517_01910_sf_st,U/UKIDSS/DXS30,K,SA09K
SA,9,K,0_0,10.00000,55333.61280,24.06300,24.04930,24.04110,24.06630,0.59630,0.70023,0.68774,0.61530,0,0,0,0,0,w20100517_01974_sf_st,U/UKIDSS/DXS30,K,SA09K
SA,9,K,0_1,10.00000,55333.62207,24.09650,24.07460,24.06530,24.08840,0.56816,0.68399,0.64603,0.58379,0,0,0,0,0,w20100517_02038_sf_st,U/UKIDSS/DXS30,K,SA09K
LH,11,K,1_1,10.00000,55334.23141,24.07510,24.06940,24.06300,24.08330,0.62902,0.66978,0.67705,0.64232,0,0,0,0,0,w20100518_00154_sf_st,U/UKIDSS/DXS28,K,LH11K
